AllImageID,PCA_x,PCA_y,PCA_z,tSNE_x,tSNE_y,tSNE_z,UMAP_x,UMAP_y,UMAP_z,Area,Volume,Circularity,Eccentricity,AspectRatio,Orientation,Attenuation Density,Amplitude Var,Amplitude Skewness,Amplitude Kurtosis,Peak Amplitude,Peak Absorption,Amplitude Range,BF Entropy Mean,BF Entropy Var,BF Entropy Skewness,BF Entropy Kurtosis,BF Entropy Range,BF Entropy Peak,BF Entropy Min,BF Entropy Centroid Displacement,BF Entropy Radial Distribution,BF STD Mean,BF STD Var,BF STD Skewness,BF STD Kurtosis,BF STD Range,BF STD Peak,BF STD Min,BF STD Centroid Displacement,BF STD Radial Distribution,BF Fiber Texture Centroid Displacement,BF Fiber Texture Radial Distribution,BF Fiber Texture Pixel >Upper Percentile,BF Fiber Texture Pixel >Median,BF Fiber Mean,BF Fiber Variance,BF Fiber Skewness,BF Fiber Kurtosis,Dry Mass,Dry Mass Density,Dry Mass var,Dry Mass Skewness,Dry Mass Radial Distribution,Dry Mass Centroid Displacement,Peak Phase,Phase Var,Phase Skewness,Phase Kurtosis,Phase Range,Phase Min,Phase Radial Distribution,Phase Centroid Displacement,DMD Contrast 1,DMD Contrast 2,DMD Contrast 3,DMD Contrast 4,DMD Centroid Displacement,DMD Radial Distribution,Fit Texture Mean,Fit Texture Variance,Fit Texture Skewness,Fit Texture Kurtosis,Fit Texture Centroid Displacement,Fit Texture Radial Distribution,QP Entropy Mean,QP Entropy Var,QP Entropy Skewness,QP Entropy Kurtosis,QP Entropy Centroid Displacement,QP Entropy Radial Distribution,QP Fiber Centroid Displacement,QP Fiber Radial Distribution,QP Fiber Pixel >Upper Percentile,QP Fiber Pixel >Median,QP Fiber Mean,QP Fiber Var,QP Fiber Skewness,QP Fiber Kurtosis,Mean Phase Arrangement,Phase Arrangement Var,Phase Arrangement Skewness,Phase Orientation Var,Phase Orientation Kurtosis,Zero_z,AllLabel
H1975_1,-2.14257850522815,4.93685782344666,-3.51505434538483,18.4274387350624,-19.6762612813178,6.00835883751988,1.730125,1.440765,-0.515246,2.20577558656735,3.15991558601224,0.00360966967523591,-0.338623024064488,-0.0512575717837743,-76.2365302815414,0.63015437500013,0.0111602368366942,-1.55752252012428,5.20192023419718,1.11221896353761,0.665129173890979,0.665129173890979,6.24813592407672,0.524895032840529,-0.458914282478759,2.07188615056841,2.75835007637887,7.42587840707805,4.66752833069919,0.254514366924667,0.639857112826131,0.0850628684049547,0.0030975847129686,0.869205668535587,3.1293967726759,0.271173402027629,0.283341975600436,12.1685735728076,0.531784127034709,0.712388944478258,0.361803673174711,-0.159423437462828,-0.811226628446093,-0.672526204448185,-0.590368880093242,0.133053537144989,1.05327300060591,2.43567748318095,1.84447922953473,0.0483686140713304,0.000639007314911149,7.13393313586713,0.668848216090637,0.0999823272638029,0.771611047894002,0.0271642856226341,-0.4466414107402,2.11052272006038,0.591190310411943,0.18042073748206,0.0912205150544545,0.606284248439088,0.0643945841520472,0.0401470485711148,0.469910092961589,2.16453638548376,0.241220032511147,0.802132586254574,0.00962303973966335,0.00228977692101738,0.219115055337767,2.57678613517566,0.80892497190809,1.24994938408162,6.15855014925406,0.695254371222307,-1.14985379064351,3.86637603078125,0.0133926883502356,0.703490933053564,0.157228467118106,0.752827474674652,0.0866482186094777,0.188861985472155,0.261461493692395,0.0690671558162854,1.04548086541986,3.03278346773037,0.101047374739848,0.0117590375928006,0.126136923770229,3.12899053545721,5.82497801225534,0,H1975
H1975_2,-4.51299967352428,-2.13006380882185,-0.207793699659394,-28.9889037420859,-18.7345933210368,18.0691794025129,-1.501679,0.542925,1.317105,2.25574139716294,3.22209813864015,0.00373670555963819,-0.262265598858034,-0.0770978431437558,-73.238069204185,0.493565816844688,0.00710310395585421,-1.5158000461854,5.00958297252533,1.01265950457788,0.428435747236595,0.428435747236595,6.2619167375107,0.370361150840407,-0.0597195639636854,2.30370912781511,2.84165372588701,7.43406353287043,4.59240980698342,0.361045584284658,0.636033308579245,0.0564384466503281,0.00129601905892562,1.18033509767206,3.81295590903116,0.168952890270819,0.178518910513022,9.56602024220302,1.27090274474129,0.693029164244232,1.61794540163344,-0.175485845859652,-1.0740565715968,-0.813348739618571,-0.694583794293953,0.0956006984374818,1.37776992617638,3.53131371666124,1.98413430185574,0.0578144186821,0.00354234833743404,24.9966438372757,0.665637364602664,0.37877938750518,0.975138877151718,0.0428396792981236,-0.320552210538584,2.01674666777066,0.751160616094874,0.223978261056844,0.268750079712703,0.607065604570329,0.0748340495049091,0.0451113369536255,0.491165318935252,1.98002848319658,0.438629146778778,0.798409562069411,0.0114247514634563,0.00201879795168624,-0.327877997589026,1.86318908153949,1.32531629631296,1.25219393550107,6.41221151196154,0.552449282781428,-1.08400921440355,4.07424438697546,0.0452581442211347,0.699665498929273,0.0508846900244073,0.777262724373659,0.0889471250192693,0.256975489440419,0.300167030491012,0.0730966212824735,0.725470541656271,2.29026994131938,0.101177600761722,0.0118428577931365,0.127265903542788,3.19245820382722,5.85019360360119,0,H1975
H1975_3,-9.90120409041618,-2.9895458156792,-2.73753021155702,-46.6218700649654,-1.02890078099875,-8.7254920108127,-2.281512,-1.02669,-0.873112,2.36355975278825,3.39983735214583,0.000930647634522796,-0.349442835621267,-0.0484655494202247,-85.8011368548485,0.537281453975985,0.00595074014944996,-1.42381907923431,5.26447642244513,1.08265742200215,0.483917742514876,0.483917742514876,6.03736401682332,0.466550460543941,-0.0988883394979389,1.77487737858583,2.70790261115426,7.25857376402375,4.55067115286949,0.243286751011907,0.643286549728516,0.0576412945500282,0.00154283594995509,1.38125277457914,4.44014631009512,0.218017185969766,0.227958409767926,9.94122379816069,0.95789366423981,0.722658356044443,0.974381885991435,-0.210159871405177,-1.19970295014958,-0.88403242830271,-0.762122899974242,0.0768095968415453,1.5421055152014,4.13036045011557,2.13346697919816,0.0541538860829556,0.000945567764277886,6.96606670312754,0.667937890440404,0.286604594013722,1.07846176608525,0.0489158226467139,-0.264475243151296,1.98478623713516,0.819971500721062,0.258490265364184,0.137676504316822,0.603325556829093,0.0717477445400942,0.0396228216660401,0.58702712365533,2.37496741367901,0.136942130990526,0.792110942895654,0.0117977189774585,0.00141835490206824,-0.301913724625989,2.16723729751423,0.529754717311162,1.2298314515492,6.10353241146311,2.25183542771014,-2.10055829645509,7.07764125502206,0.0287256009891849,0.724126037834807,0.534204295107069,0.821029396631867,0.0626578472639808,0.168490679494889,0.233535796066694,0.0602550183301355,1.31562684204529,3.6523011720119,0.100554259471515,0.0117071156431931,0.126609311692423,3.22457991497606,5.8489246622755,0,H1975
H1975_4,-4.40267208194277,-2.18788146199087,1.2116495517096,-11.5244309769584,-37.06856809699,3.22994074271715,-0.821342,0.515711,-0.223499,2.31608688765053,3.31590840795152,0.000749854105862529,-0.277781774361493,-0.0708068501243328,-75.028506829319,0.561215539458469,0.00724698693732915,-1.00646763165914,3.5633883731925,1.06864689154651,0.43778198258852,0.43778198258852,6.35750491721255,0.375076471472058,-0.575942604387779,2.24305661453425,2.39297649760696,7.33107257620582,4.93809607859885,0.302818517542426,0.6362235556172,0.0645283708557201,0.00134285956353597,0.634240411220604,2.61728006376417,0.175394074253656,0.183663503329376,8.26942907572001,0.652883947330567,0.697297631103751,1.30725689266787,-0.180236319865874,-0.964440866805549,-0.76011962000055,-0.663073523098636,0.107516402432691,1.2732561410936,3.1158374220486,2.07156100461035,0.0569708365565049,0.00339643606152087,39.9512819510359,0.666413997579818,0.123312487397024,1.05005220290062,0.0436789503063303,-0.388824245498171,2.10339040740542,0.803602812395281,0.24644939050534,0.130863306793718,0.609207741468656,0.0739031404936727,0.0439698401248486,0.49972471309547,2.11486784488017,0.22807575156783,0.800576917641404,0.013417278744626,0.00266080588164799,-0.739900675833629,3.1004544378757,0.921249384589264,1.2651731177165,6.34354224386833,0.914502981590286,-1.26102085976028,4.08474731774797,0.00782328894993123,0.707523753873789,0.0877876034105431,0.77637538857872,0.0833109739737054,0.229675342098202,0.283590858797335,0.0699399960203122,0.840998808812211,2.49170630296348,0.101534623578109,0.0118983338918654,0.127323422828432,3.22257216596372,5.92176742456,0,H1975
H1975_5,-1.20167902342825,2.46424724649372,3.95653351492684,9.51483280773498,-10.3829609834813,5.52183033896957,1.790157,0.372974,-0.253157,2.12719481691252,3.04055926829396,0.0028660432540915,-0.32601469491984,-0.0547415488412129,-78.2086643534034,0.546140048382519,0.0083655706539194,-1.36933555235379,4.31822989343298,1.05016627691456,0.45772107337094,0.45772107337094,6.37988160792435,0.440522310354286,-0.537464942826895,2.10153873524432,2.63194586617283,7.35297244660632,4.72102658043348,0.196755456709132,0.636692354095741,0.0735677717001199,0.00269216890497099,0.922002188331517,2.98204702648895,0.214171165428931,0.225647852199902,11.4766867709708,0.624122314747673,0.719725428544575,0.839744409478155,-0.144943464029573,-0.878676638958649,-0.726369120002998,-0.626371602861684,0.124534110196251,1.19013660093386,2.79521882104165,1.83951316617218,0.0629439361767855,0.00283971184016857,25.0679313710825,0.678403100148471,0.118806340797816,0.857789071589895,0.0340362033691986,-0.581913676641581,2.15319378276932,0.645562796984866,0.212226274605029,0.111317794383198,0.611670539519718,0.0781089483396925,0.0524742501176646,0.352212639284555,1.761592513704,0.233698220498023,0.818996997689981,0.0120397276052161,0.00300721548562771,-0.315284515428455,2.31138944429226,0.78032658197004,1.28857056045584,6.3247749842832,0.828194398653078,-0.998931116972498,3.06803464101225,0.00615778781111355,0.708131468347172,0.172567164510044,0.773455729620456,0.175958549222798,0.300310880829016,0.331229754907614,0.100579350610356,0.692001449134896,2.01122265477609,0.101945089919953,0.0119413066832772,0.126832954736351,3.18030649855238,5.8960248902762,0,H1975
H1975_6,-2.64642422135017,-1.8547394202313,-1.39798015048127,-23.1620072618365,-14.3081562405248,2.82360579000938,-0.802117,-0.391438,1.066953,2.13469053133258,3.04876332126685,0.00312970092235053,-0.301148422015843,-0.0624299072017586,85.689320616688,0.513840517329402,0.00638684794140862,-1.33504381484748,4.68931622689258,1.0347665579288,0.439959802485749,0.439959802485749,6.25769104765743,0.383108268081768,-0.330863886451672,1.87216570273694,2.51676789943493,7.26932260691369,4.75255470747876,0.23729392286007,0.623235775107706,0.0630032198569055,0.00163176098062875,1.09321137401788,3.63103536902045,0.201001023228629,0.212775130847158,11.7741076185295,0.724479475283775,0.689935851313595,1.09759336232902,-0.176874567425866,-1.07609581606673,-0.854036295040319,-0.722632401436902,0.0955962525824562,1.51725229263142,3.89465897028127,1.8243563762505,0.059647611130068,0.00167539464921352,11.3263242625338,0.664054108192421,0.12553222657573,0.916131661634802,0.0368617131629174,-0.334472622094717,2.02432975165093,0.710171825966917,0.205959835667884,0.0694042046923105,0.602825508610987,0.0783770065579058,0.0420929357461384,0.350436665871801,1.93796927717691,0.0928048748107597,0.789937630433002,0.00791899473327943,0.00136646481719377,-0.177329568745848,2.10698072341434,1.10323647453914,1.22851626776889,6.5281062472824,0.394718462478688,-0.92687761412916,3.12283128087086,0.0530006642797693,0.695707957291506,0.163673390083739,0.751117533891063,0.080057038093298,0.222652271338358,0.301403672774152,0.0644536268562529,0.772997085118595,2.681033550248,0.100470918101831,0.0116878311644531,0.126518751174552,3.20428778027526,5.88627488837016,0,H1975
H1975_7,-6.18578054482842,-1.25600786600975,-0.222681723504332,-24.3555533084592,-25.8891074324415,2.95774702743442,-1.847368,-0.159701,-0.210819,2.316319878258,3.3209047544709,0.00302754459980224,-0.306776472883608,-0.0605871799490506,-64.585670844684,0.534122962178475,0.00658009584971569,-1.46726877630737,5.1345686439034,1.07284451743216,0.460492591137895,0.460492591137895,6.20660168525192,0.366383281446855,-0.207526306343011,2.27426272484138,2.64345273488423,7.39435260550765,4.75089987062342,0.267218427144808,0.636626717618973,0.0654249770526315,0.00182485933771951,1.17639941883145,3.90888967827991,0.210046684351218,0.224226380600321,14.179696249103,0.888989871914202,0.707628913927866,0.63760762781286,-0.196988095612278,-1.06848294668994,-0.845272771250532,-0.726568018356404,0.0930125549933354,1.51728514262677,3.92079924686336,2.08706356712498,0.0583658497289555,0.00212076573517408,17.8446581078321,0.675367756727622,0.103016453545424,1.01814283627332,0.043346038173063,-0.430466703173704,2.11331644521466,0.768588520262221,0.249554316011101,0.110063694019922,0.608593092144255,0.0737719147129057,0.0446754618075564,0.574587950320584,2.22340517766923,0.154294788152028,0.802218069484877,0.0137512226874406,0.00245720710520743,-0.541138181720062,2.54197782787997,0.334207604081166,1.26756655746199,6.37187653168533,0.884442098524605,-1.48615269997396,5.17421088362767,0.0204860241371006,0.706362234673268,0.353127601862722,0.779861653471116,0.0895682488602843,0.218959506570126,0.283553479814297,0.0694146095868728,0.917378324447643,2.71124829343242,0.101432182024042,0.0118705729329533,0.127001252432685,3.19687154794664,5.81271756290144,0,H1975
H1975_8,-5.28361962305191,-1.32599828177018,-1.97708956703544,-28.8020763197161,-17.550321433559,15.4166487105265,-1.5768,0.043279,1.600329,2.21675219259698,3.17090070813996,0.00514088809043664,-0.301895686376331,-0.062181569973697,89.5878286300871,0.508634503066356,0.0047851183708309,-1.33349665980136,5.08847264134104,1.04355908179529,0.434403381520582,0.434403381520582,6.09238504637775,0.403998661349334,0.0362012221256295,1.72860885234973,2.4974061179611,7.3691607770251,4.87175465906399,0.195868464029299,0.630710606613913,0.0614954932567066,0.0018126457711358,1.40809578290923,4.63813564584233,0.221177548660181,0.229925451854689,8.74790319450823,0.73639007566156,0.707619365945195,0.899538622246377,-0.214997470004704,-1.14671432598922,-0.87159637196815,-0.753645051994977,0.0842136336040331,1.54809078659275,4.04382171997301,1.92543448410734,0.0568242583225781,0.0017148681578746,11.833764934238,0.669967240383184,0.230369299670428,0.923264348485753,0.0376267970164943,-0.278002685780948,1.94304931479164,0.706503398375479,0.216760950110274,0.180166006601904,0.605587402781187,0.0735670347638064,0.0417482912801704,0.458809903029864,2.0929978369743,0.246143186813085,0.795053693131211,0.010652566891461,0.00145872664674418,-0.243659261283051,2.26247176012992,0.820634352427151,1.24068044212227,6.43359614887492,0.50318926439723,-1.05556478233322,3.48896057363556,0.031460985333139,0.698179168399562,0.189720644030401,0.789165617642692,0.0890387858347386,0.215682967959528,0.286601477100103,0.0701769846455872,0.938779280237072,2.8041794854933,0.100931233796864,0.0117882057849015,0.126943633646109,3.12750003245002,5.79665516604689,0,H1975
H1975_9,-0.761297945364635,-4.55304433354332,3.05953428170588,-23.2372824362008,6.08897748819617,-7.12825399065013,0.35451,-1.94662,0.923844,2.15986784709257,3.09929214125019,0.00448940888907556,-0.408450960314673,-0.0359146964463801,-89.3846667863348,0.596280311580209,0.00657371393162265,-1.03252395049586,3.03896656229784,1.02626238988031,0.369733099822842,0.369733099822842,6.47188653124763,0.35532546641647,-0.480232909659923,1.84255690829618,2.21149578757608,7.33634565547859,5.12484986790251,0.308328488027465,0.646801691873507,0.0564108482972397,0.000951683778621399,0.489985680739504,2.1169724794836,0.132516797113294,0.144014222784168,11.4974256708746,0.583336148203976,0.712748200855323,1.56856946005706,-0.13678328915458,-0.906610633224586,-0.727165732161317,-0.629667976094533,0.114396239739393,1.2027260721896,2.93033563140813,1.91813227201046,0.0658931289731004,0.00372105434767558,30.4562142770853,0.685320722409726,0.0638096143138032,0.980370222252376,0.0433633346812348,-0.406306800660363,2.02117528966915,0.750191983055322,0.230178239197054,0.0437642372082262,0.605376890431823,0.0835371495123876,0.0470680328033939,0.277401761352424,1.79410128103454,0.0773032445935294,0.800696718863044,0.0099306986091479,0.00164698457234417,-0.420788858049058,2.06976413080903,0.80685548153753,1.26052751291161,6.59585845687741,0.490279644348693,-1.0920442240591,3.49603752297739,0.017952998227351,0.699111728267456,0.233291271066344,0.767641701397611,0.0832372164552095,0.252979623221838,0.311917831755365,0.0667759994596598,0.6673339718263,2.29137970955999,0.100896148405304,0.0117449369843214,0.12625752424192,3.26380000956322,5.94669055084556,0,H1975
H1975_10,2.57183873820626,-0.558811643242976,1.30400896833359,0.778813070049097,14.3362179019955,-1.72605603504279,1.582964,-1.859604,-1.031388,2.10218588054173,2.99628768090227,0.00454433121808937,-0.285378277984532,-0.0679477634647577,-88.9100717432516,0.657301580123588,0.0111291762426941,-1.08570849586335,3.5648350203698,1.03489381990765,0.524424795350941,0.524424795350941,6.4752894821495,0.281970544975617,-0.254828475233623,1.87740292102746,2.13753223189891,7.47741821649574,5.33988598459684,0.294508811246543,0.655705856669897,0.0710710787279365,0.00149090425457449,0.932546409096431,3.73830196746563,0.204653605028594,0.21691355442639,12.259949397796,0.802991255214656,0.712191767040124,1.02156962573571,-0.119943361812333,-0.671269151401012,-0.549923357576183,-0.500511285734504,0.157917949324616,0.729775428383124,1.79043894563803,1.80617799535462,0.0645491182994751,0.00274958112010287,16.5788148511806,0.666469080263679,0.0294437151665687,0.920565014954308,0.0386263622947255,-0.463735645643987,2.1208483988597,0.717481266164878,0.203083748789429,0.039441282808646,0.605726347266466,0.0840147126235924,0.0471553095057898,0.247053614423332,1.59792942119753,0.0927147944882426,0.799498001535061,0.00840639782911134,0.00164975662737154,-0.0846223793596299,1.87138795606972,0.244137056900919,1.29392279271603,6.59258302984613,0.399562125616049,-0.988974823676341,3.26453421899119,0.00776770488927648,0.697595599934111,0.144417919307161,0.750353417950806,0.112403951701427,0.2794731064764,0.323913090178895,0.0775481890443732,0.658736774287331,2.17453412410011,0.100954391211078,0.0117874270528599,0.126873855138889,3.21057926342013,5.89520443633834,0,H1975
