AllImageID,PCA_x,PCA_y,PCA_z,tSNE_x,tSNE_y,tSNE_z,UMAP_x,UMAP_y,UMAP_z,Area,Volume,Circularity,Eccentricity,AspectRatio,Orientation,Attenuation Density,Amplitude Var,Amplitude Skewness,Amplitude Kurtosis,Peak Amplitude,Peak Absorption,Amplitude Range,BF Entropy Mean,BF Entropy Var,BF Entropy Skewness,BF Entropy Kurtosis,BF Entropy Range,BF Entropy Peak,BF Entropy Min,BF Entropy Centroid Displacement,BF Entropy Radial Distribution,BF STD Mean,BF STD Var,BF STD Skewness,BF STD Kurtosis,BF STD Range,BF STD Peak,BF STD Min,BF STD Centroid Displacement,BF STD Radial Distribution,BF Fiber Texture Centroid Displacement,BF Fiber Texture Radial Distribution,BF Fiber Texture Pixel >Upper Percentile,BF Fiber Texture Pixel >Median,BF Fiber Mean,BF Fiber Variance,BF Fiber Skewness,BF Fiber Kurtosis,Dry Mass,Dry Mass Density,Dry Mass var,Dry Mass Skewness,Dry Mass Radial Distribution,Dry Mass Centroid Displacement,Peak Phase,Phase Var,Phase Skewness,Phase Kurtosis,Phase Range,Phase Min,Phase Radial Distribution,Phase Centroid Displacement,DMD Contrast 1,DMD Contrast 2,DMD Contrast 3,DMD Contrast 4,DMD Centroid Displacement,DMD Radial Distribution,Fit Texture Mean,Fit Texture Variance,Fit Texture Skewness,Fit Texture Kurtosis,Fit Texture Centroid Displacement,Fit Texture Radial Distribution,QP Entropy Mean,QP Entropy Var,QP Entropy Skewness,QP Entropy Kurtosis,QP Entropy Centroid Displacement,QP Entropy Radial Distribution,QP Fiber Centroid Displacement,QP Fiber Radial Distribution,QP Fiber Pixel >Upper Percentile,QP Fiber Pixel >Median,QP Fiber Mean,QP Fiber Var,QP Fiber Skewness,QP Fiber Kurtosis,Mean Phase Arrangement,Phase Arrangement Var,Phase Arrangement Skewness,Phase Orientation Var,Phase Orientation Kurtosis,AllLabel
Control_G_1,-3.51974239228985,-2.0731544312393,3.06747827491758,15.6647016902563,32.1559272978598,30.5117882618849,2.376932,3.834412,-3.094372,162.85631274,1398.83443482038,0.994259967450769,0.609741193291146,0.792600578604312,-87.2106786434105,0.589374695758094,0.00316512047116137,-1.01343175410725,3.1056481244228,1.41096074635141,0.248583996316062,0.248583996316062,3.97423914634863,0.132060654822359,-0.654002713477215,2.92650506746635,1.77058650025962,4.56385618977472,2.79326968951511,0.206401259364017,0.635961774872845,0.0412651328525536,0.000753057158103031,1.17084344471075,3.97249332892618,0.152608993303176,0.158236586999364,0.0056275936961881,0.292932679032084,0.712160258224361,0.371996671986147,0.732330254126167,0.300136425648022,0.359481582537517,0.417329146219725,0.187981732348192,0.287347275192151,1.26342811247428,21.8990211921663,0.0156551916703267,0.000100824162558867,3.43588376237331,0.621849316812573,0.345177645788825,0.309874733826369,0.00640854099720685,-0.172935039437975,1.79805505703737,0.275437069527257,0.034437664299112,0.203417239081292,0.578807011366307,0.0152050846066382,0.00740319040104673,0.264178331075944,2.20820208635391,0.275203802296553,0.774336834510811,-0.000865024006569544,0.000257383047351577,-0.54756683425483,2.52588492620893,5.40970557200476,3.38779326167168,3.78132018210635,0.306343615203719,-1.14079585911268,4.25891030655287,0.0310019895309666,0.711890657441912,0.240721368030971,0.642362256683654,0.0034106412005457,0.0648021828103684,0.222288663792241,0.0281504027328421,0.534814643056307,2.70501310140145,0.19291637688839,0.0436535270086256,0.247470106283612,3.0043702883899,5.76100950769685,Control_G
Control_G_2,-0.470489127174404,0.0881692776166629,0.393974672573011,-2.17724599818581,-8.38659239367615,14.9344896172661,4.962962,2.287728,-1.374388,193.73902416,1876.29181051873,1.02566183933637,0.524773489919355,0.851241907026352,80.1725697533857,0.570539045771297,0.00324503009230872,-0.927498969920724,3.42128438775495,1.40375342131631,0.288197154314454,0.288197154314454,3.83603975017136,0.221116827142114,-0.645099822617381,2.8589474790248,2.33522161630415,4.64385618977472,2.30863457347057,0.157407457350187,0.614348928314509,0.0403262029485061,0.000739499094149972,1.20611507477432,4.82524792592859,0.174617309634101,0.177884443343567,0.00326713370946584,0.655082069585287,0.66321979610917,1.10272056983497,0.673203136466473,0.225344036697248,0.293004587155963,0.354149111745404,0.172324246918701,0.522777540719614,1.47792955695495,31.644386708371,0.0168653865731165,8.40928111046538e-05,3.41025663096208,0.644395385123655,0.143393661106705,0.355838088177409,0.00771903799328869,-0.259636504821048,1.8114627372148,0.312986773132332,0.0428513150450773,0.173436036158631,0.586697972092741,0.0159984511902065,0.00852322069789027,0.122606038175749,1.98536523618035,0.333729537370817,0.786455929874514,0.000568307388780206,0.000476635934626464,0.536782412090371,2.75933448487184,7.98701758580124,-0.182626485005679,3.71151314907136,0.455117037180097,-1.21365370762247,4.18536538474434,0.105823374455846,0.715917763278355,0.570499646692448,0.656107262330323,0.0435779816513761,0.169724770642202,0.264352576840661,0.0533294017683963,0.884530662924754,3.08514260604903,0.195546434098511,0.0444156992313877,0.247086878292724,3.09504591482217,5.87036897952531,Control_G
Control_G_3,0.45520725333026,-1.52589110554611,-1.09392454525528,34.5901490555922,-1.13042577858375,-4.66352550130151,2.111108,1.764359,-0.31228,231.95360232,2353.19270355675,1.00177137729132,0.631037590847787,0.775752253581658,86.5765655476512,0.690740561926326,0.00683799641321306,-1.1661916258349,3.49293703332536,1.41337641281297,0.373979865967372,0.373979865967372,4.14960116421162,0.123277969219181,-1.08716866672856,4.04946006214641,1.99097750043269,4.64385618977472,2.65287868934203,0.611706585849465,0.598821579041042,0.0454375822765757,0.000941295924720147,1.20742505739615,4.38723518329547,0.168457243179227,0.17081470682822,0.00235746364899303,0.481907195778454,0.64649840159877,0.441736560536638,0.659771739285976,0.21455938697318,0.261973180076628,0.344482420569538,0.173084394886026,0.594176785295249,1.55858482121444,37.013220251747,0.0157289371991521,0.000178582037931796,8.72538831614155,0.635746879632434,0.552750669247087,0.342665141844383,0.00724292547566678,-0.284728822079497,1.86035826273786,0.297909392382144,0.0447557494622386,0.368250792870699,0.591832571407543,0.0146978233737414,0.00781345849497322,0.331878617691855,2.19544812650328,0.432222484382724,0.775900918667364,0.00128462930223597,0.000488776633348057,-0.0271141719963057,2.76319763707238,5.5984511015365,0.917693160381717,3.71001285863758,0.363469411139981,-0.817115382212785,3.16266458439876,0.0505500365957536,0.712257124815503,0.457547554595019,0.658753416689319,0.0234674329501916,0.182471264367816,0.258308549204656,0.0512496683665165,0.637042894515106,2.34845427321128,0.197257796050134,0.0452662314533203,0.250579803960564,3.09984241305152,5.77964484623697,Control_G
Control_G_4,-2.6821326034523,3.89501751755059,0.717280610634831,-15.6217698603121,9.98089890069247,28.367312017034,3.548141,0.135317,-2.407872,241.39615797,2607.01378579165,1.01080354386076,0.526858523562592,0.849952996435359,-80.3037468621268,0.494772586017886,0.00216487991504282,-1.02764450943103,3.56067275514915,1.42521838277583,0.237808355488078,0.237808355488078,4.12445496786912,0.125038093685538,-0.873588263105394,3.52731677014198,1.90103149741322,4.64385618977472,2.74282469236151,0.122937452716557,0.639238914337256,0.0273589070412248,0.000413106755610191,1.4296791610117,4.88597309158565,0.111332647649321,0.113235698951846,0.00190305130252448,0.699966792215929,0.727085016761033,0.77255002302158,0.76674283892598,0.182696732627704,0.236999539806719,0.281393805892862,0.149710728265355,0.953512211393955,2.17836604882035,43.2357693060837,0.0165844037886262,7.28495530972048e-05,2.14162331538376,0.637583859513868,0.160534393589065,0.377949637597828,0.00949230215370966,-0.246136846029024,1.75459178152374,0.330164876059147,0.0477847615386815,0.118117288174597,0.5830641529608,0.0154858851984882,0.00789948146353972,-0.0449034979065219,2.22220824948751,0.186341069544187,0.788453456820147,0.000361259285213108,0.000264447615027765,-0.262117543769437,2.62790482437532,10.0433244617377,-0.229440183533488,3.73166385733775,0.527523032787135,-1.31996789831447,4.15226232195273,0.0539201470118429,0.718791455962614,0.238375350874543,0.658734923284342,0,0.0460193281178095,0.203776064228019,0.0242656740358326,0.627988649740465,2.54300815600341,0.194335282181835,0.0439596881822886,0.246734013641339,3.14402318095461,5.82614940310778,Control_G
Control_G_5,-1.73806175216995,2.05906737201552,0.587203025098157,-22.8262537828154,-12.6586833262273,15.3085884907139,5.79345,0.592062,-0.515318,186.29606853,1767.43073817323,1.02096473890847,0.528627308059567,0.848854032901827,-84.537814999595,0.514420543466858,0.00347542777753242,-1.4436010402715,5.05745370492807,1.41045177699483,0.321706871349263,0.321706871349263,3.58005175290501,0.338972743426792,-0.612649269863248,2.83651717145868,2.97215050095192,4.56385618977472,1.5917056888228,0.286728506738993,0.624818305018624,0.0369490965686839,0.000817242751462753,1.52519897021421,5.63758682746424,0.176581257300161,0.178872025823405,0.0022907685232438,0.992963648999445,0.700486134043309,1.23489900117994,0.73435737392553,0.181276088252832,0.233154442456768,0.302646180653728,0.156320483533491,0.831418860076421,1.96053094417736,30.7170626283932,0.0173795000646767,0.000193627664834172,10.6852120546739,0.648731445412831,0.158386549977667,0.336443176579147,0.0075920799959499,-0.253778643033428,1.81126428986384,0.293902767301503,0.0425404092776436,0.194095713538694,0.584976251402404,0.0158421005196463,0.00831340039288626,0.141019584788817,1.96967492257065,0.310720715071417,0.785455953908804,8.38833739951398e-05,0.000350758106233379,0.215273227312146,2.39011557954116,78.2730194629177,-11.769060859048,3.72027086071812,0.413608811293876,-0.965394044543122,3.264010401275,0.0548365753100726,0.712135365638965,0.460569966032803,0.652092128544721,0.00894454382826476,0.149672033392964,0.253835619129579,0.045291341120521,0.630373691255511,2.39150747336097,0.194972584592421,0.0442390479269737,0.24697548304961,3.11372917311083,5.85002044356355,Control_G
Control_G_6,-3.59755051717292,8.88326250440082,-1.01695844060773,-48.4268243666535,-17.2928992419875,0.828426257963763,5.373815,-1.407457,-1.391046,256.28206923,2821.6360482587,1.0113523769666,0.552044979633624,0.833814332127549,-89.6152106533027,0.376204320888146,0.00154904633254947,-1.44805960187125,5.43266887747739,1.41664535933524,0.229589112908119,0.229589112908119,3.38999093594961,0.306032738781321,-0.346730642549363,2.63605996476878,2.98048353169603,4.64385618977472,1.66337265807869,0.243945935311237,0.628466683019685,0.0244403917492183,0.000298491527103574,1.56955386318097,5.77751885063607,0.103966437871474,0.106626528282184,0.00266009041071002,0.622740392254164,0.697619195635616,1.23199863218592,0.705809861376987,0.082791504117902,0.123537061118335,0.18413585291226,0.0934738055127356,1.61304299177972,4.23639988780299,45.0546079720077,0.0159675476218175,0.000105508059385556,5.23630111688651,0.643335155862099,0.156533552649448,0.346232004761733,0.00821386507936807,-0.372129763471594,1.84491290345854,0.301866094625319,0.044365910136414,0.107814697144797,0.587921499974226,0.0143926771698999,0.00832965650434845,0.123576100892979,2.031006921123,0.160797229407221,0.805750010730979,0.00203936211028569,0.000287996519580651,-0.344966547683624,2.43808284376325,2.21603352993813,1.13142556831331,3.53813130329431,0.758382223065268,-1.26385703012393,4.166860982665,0.0688802411651416,0.731428418409195,0.311919315639877,0.691025204925524,0,0.0316428261811877,0.200329380317547,0.0222339731818728,0.584051435708386,2.53884572150852,0.19595423594141,0.04458568004244,0.247792779355747,3.13700394206401,5.85923839504778,Control_G
Control_G_7,-0.436469155174972,4.48629099946982,-1.76705243854669,-21.0290524218997,-24.9519577834076,-21.5288306873824,3.055781,-0.665367,-0.573703,299.49564744,3542.40717653632,0.995088459083211,0.589657809988708,0.807653184924891,-69.8899212530438,0.612677972184668,0.00228077301439474,-1.32840333283603,4.84414624884782,1.42206647051147,0.280161916613151,0.280161916613151,4.18175319672456,0.0653669713725419,-0.549508208126968,3.11354188235928,1.45058650025961,4.64385618977472,3.19326968951511,0.551010165423436,0.621480332438788,0.0304006194726719,0.00031889349319544,1.46342371455716,5.56953738017781,0.109088753721599,0.112260922659893,0.00317216893829441,0.850900784850121,0.658956390108739,0.61776362517391,0.668467647427524,0.180637982195846,0.25593471810089,0.319564485331107,0.146504227809189,0.719425694192082,1.85647615877279,66.7822266929983,0.0188522164067814,0.00014576431076229,3.8444408107638,0.635251831853399,0.128948868223016,0.459159233978548,0.0140337527078005,-0.241089293535225,1.79902400615655,0.398473946704735,0.0606852872738123,0.0337770416921623,0.584606149478946,0.0172601827736739,0.00863991531202476,-0.123413712478962,1.95952940478719,0.132426270110839,0.784834397530021,0.00147904170586422,0.000382175843967898,-0.531685018370737,2.60848197440791,3.75347632020098,1.04949839870991,3.81964554607409,0.475597944512163,-1.28159641215145,4.35469111436921,0.048472582211286,0.715493106617886,0.364969524853532,0.680881205291585,0.000370919881305638,0.0934718100890208,0.245557694245146,0.0297338650056421,0.582188640953731,2.79093270516767,0.194849229621333,0.0443374312429202,0.249292291817186,3.13114732684255,5.79358064471879,Control_G
Control_G_8,0.945531977299821,-1.69372102710597,-0.723169426472236,35.6565173117208,-1.40021467301992,-4.3027142864554,2.403473,1.565263,-0.271379,213.40175769,2058.09445996257,1.0034913499863,0.64888743571176,0.760884416830452,89.0623953845152,0.765049450427666,0.0102301045107967,-1.22897378157356,3.65458327507408,1.42140381196313,0.439446100227618,0.439446100227618,4.0674071917434,0.186896056786088,-0.941867652991659,3.29528629819855,2.20078200034615,4.64385618977472,2.44307418942857,0.864122767815193,0.596435398885602,0.045435093910634,0.00130380565680831,1.28571505441356,4.80713591904363,0.200589425828179,0.204049264578613,0.00345983875043368,0.893921831529983,0.663467585622069,0.674499932965922,0.691144307347073,0.191046330036439,0.242061426340448,0.323053730905503,0.167641019023509,0.706861050455039,1.70646555704393,33.1007623838811,0.0160832085347934,0.000306159391912844,10.4093318762598,0.638616394377994,0.418050538021101,0.333722181740457,0.0069969235404726,-0.330648986952211,1.79944212422494,0.295051027656363,0.0386711540840935,0.325821571776857,0.59180730431251,0.0148044951161209,0.00802406445809038,0.202343405347648,2.0038490935312,0.276858958525663,0.782490461546683,0.000758703473335669,0.000588162291001121,0.2328169586135,2.76915554787493,12.8654613636651,0.820290254697071,3.67274117333301,0.386606699651875,-0.86044692390019,3.30499779844886,0.0496738881426468,0.71494417309295,0.263793064553034,0.659818884763499,0.0484122852680895,0.183758459135867,0.250221351562576,0.0578074624279596,0.908007939042466,2.83914609139225,0.19724937452736,0.0451929108314964,0.250081666609219,3.10701760330503,5.83567741569901,Control_G
Control_G_9,-2.73818758013585,-0.131910435533793,2.75012859894115,3.36819791808426,7.33120328023746,21.6212965420745,3.624268,4.043439,-2.973808,166.41115722,1442.61852191571,1.01019559358001,0.612850031843265,0.790199239729898,-76.9398137006256,0.608346412499319,0.00379126755161305,-1.18247667023907,3.56213422644157,1.41442138927242,0.281729149044038,0.281729149044038,3.66022267229398,0.294602747858269,-0.401362114022966,2.02777771678217,2.41689537550281,4.64385618977472,2.22696081427192,0.160656512068307,0.655644315802668,0.0400006726430404,0.000913647552064608,1.19387798761356,3.76793597924296,0.14440611326178,0.149609088759382,0.00520297549760248,0.859529861878252,0.732737018945824,0.572306576646815,0.771357086031059,0.256341789052069,0.311081441922563,0.365828347476469,0.178332694712948,0.535421580224717,1.49985559379422,23.8960529800141,0.0165643603052327,0.000168740647867127,7.59029315198794,0.632956148301534,0.088965860035137,0.317836987393085,0.00659660566403118,-0.226691947850879,1.76439644305649,0.281426005903666,0.0364109814894192,0.119830761597945,0.582026809969641,0.0153377266178733,0.00792951373013608,0.318145968388947,2.16261011317639,0.233718121069635,0.780718524521789,-0.000580923505790826,0.000287451326141279,-0.560274382289966,2.83748106308774,11.5422915832326,4.05160682472472,3.70283214323627,0.313496368601574,-0.672037327365444,2.91906949958237,0.0157882576143507,0.71226055714699,0.356270219750586,0.657844290281636,0.0220293724966622,0.115487316421896,0.244892330291731,0.0404855793389337,0.787728271229117,3.02228785571788,0.193989535762881,0.0440828482232879,0.248309642174666,3.02088207695903,5.80916385186236,Control_G
Control_G_10,-6.78230279484812,1.01234289016948,4.32536554732239,18.4393434042886,34.0142450485174,42.3361439598862,2.904044,4.935575,-4.319324,157.07969046,1313.18277578534,1.0145583110516,0.625393230786792,0.780309750602963,-82.113978648674,0.527052055518462,0.0015584170672112,-0.678954263401769,2.35981283816058,1.4225139087966,0.175643323187965,0.175643323187965,3.38549553348631,0.338588828717735,-0.453464944409513,2.343011558802,2.78653553117788,4.48385618977472,1.69732065859684,0.271243953344279,0.665774082059598,0.0293063542682893,0.000414012129286852,1.27809276569096,4.81377183239973,0.122590197356056,0.125245687771612,0.00265549041555606,0.154950959421854,0.729712224933883,0.35819694529777,0.803212383989101,0.263083451202263,0.306930693069307,0.364650767258891,0.180846348627593,0.567947196482648,1.51526322370155,22.0740497738477,0.0168095791240076,0.000420148842560262,18.0801553498099,0.628844499482349,0.15482626669703,0.326181432859256,0.00726942832894816,0.00938442179125435,1.80185166295329,0.291764219668344,0.0344172131909123,0.0855327944443948,0.571133126828426,0.0158449759059073,0.00607408302352801,0.0878680150668418,2.51467818907385,0.154873182917371,0.755234838388383,-0.00273524208207028,0.000329707589124575,-0.348944970357895,2.65031081830291,1.77015843941711,2.04561860454134,3.80162720048771,0.239504872688538,-1.26648670268895,4.9985765411984,0.0149126229445812,0.704971798007788,0.178673746558706,0.609757601856694,0,0.0148514851485149,0.180467079454876,0.0181865956591227,0.493596885097842,2.69987051479485,0.190358671171914,0.04282200715392,0.247033194448557,3.01895418451639,5.78075171419021,Control_G
